yk,yk_code,yk_desc,dig_code,dig_desc,pro,tra,who,ret,pur
7,F06N00,Federal national defense: Gross investment in intellectual property products,483000,Water transportation,0,0,0,0,0
7,F06N00,Federal national defense: Gross investment in intellectual property products,484000,Truck transportation,14,0,0,0,0
7,F06N00,Federal national defense: Gross investment in intellectual property products,511200,Software publishers,1258,17,217,0,1493
7,F06N00,Federal national defense: Gross investment in intellectual property products,541511,Custom computer programming services,5023,0,0,0,5023
7,F06N00,Federal national defense: Gross investment in intellectual property products,541700,Scientific research and development services,65370,0,0,0,65370
8,F07S00,Federal nondefense: Gross investment in structures,233210,Health care structures,1014,0,0,0,1014
8,F07S00,Federal nondefense: Gross investment in structures,233230,Manufacturing structures,304,0,0,0,304
8,F07S00,Federal nondefense: Gross investment in structures,233240,Power and communication structures,441,0,0,0,441
8,F07S00,Federal nondefense: Gross investment in structures,233262,Educational and vocational structures,383,0,0,0,383
8,F07S00,Federal nondefense: Gross investment in structures,233293,Highways and streets,680,0,0,0,680
8,F07S00,Federal nondefense: Gross investment in structures,2332A0,"Commercial structures, including farm structures",3492,0,0,0,3492
8,F07S00,Federal nondefense: Gross investment in structures,2332B0,Other nonresidential structures,5029,0,0,0,5029
8,F07S00,Federal nondefense: Gross investment in structures,S00402,Used and secondhand goods,15,0,0,0,15
9,F07E00,Federal nondefense: Gross investment in equipment,3219A0,All other wood product manufacturing,50,2,5,0,57
9,F07E00,Federal nondefense: Gross investment in equipment,332200,Cutlery and handtool manufacturing,2,0,1,0,2
9,F07E00,Federal nondefense: Gross investment in equipment,332310,Plate work and fabricated structural product manufacturing,3,0,0,0,4
9,F07E00,Federal nondefense: Gross investment in equipment,332410,Power boiler and heat exchanger manufacturing,51,1,16,0,68
9,F07E00,Federal nondefense: Gross investment in equipment,332430,"Metal can, box, and other metal container (light gauge) manufacturing",16,0,1,0,18
9,F07E00,Federal nondefense: Gross investment in equipment,332710,Machine shops,565,13,0,0,578
9,F07E00,Federal nondefense: Gross investment in equipment,33291A,Valve and fittings other than plumbing,1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,332996,Fabricated pipe and pipe fitting manufacturing,0,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,33299B,Other fabricated metal manufacturing,180,4,18,0,202
9,F07E00,Federal nondefense: Gross investment in equipment,333111,Farm machinery and equipment manufacturing,118,3,30,0,150
9,F07E00,Federal nondefense: Gross investment in equipment,333112,Lawn and garden equipment manufacturing,1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,333120,Construction machinery manufacturing,1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,33329A,Other industrial machinery manufacturing,19,0,3,0,22
9,F07E00,Federal nondefense: Gross investment in equipment,333220,Plastics and rubber industry machinery manufacturing,1,0,0,0,2
9,F07E00,Federal nondefense: Gross investment in equipment,33331A,"Vending, commercial laundry, and other commercial and service industry machinery manufacturing",1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,333313,Office machinery manufacturing,18,0,3,0,22
9,F07E00,Federal nondefense: Gross investment in equipment,333315,Photographic and photocopying equipment manufacturing,1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,33351A,Metal cutting and forming machine tool manufacturing,30,1,5,0,35
9,F07E00,Federal nondefense: Gross investment in equipment,333611,Turbine and turbine generator set units manufacturing,115,3,18,0,136
9,F07E00,Federal nondefense: Gross investment in equipment,333618,Other engine equipment manufacturing,7,0,1,0,9
9,F07E00,Federal nondefense: Gross investment in equipment,33391A,Pump and pumping equipment manufacturing,9,0,1,0,10
9,F07E00,Federal nondefense: Gross investment in equipment,333912,Air and gas compressor manufacturing,1,0,0,0,2
9,F07E00,Federal nondefense: Gross investment in equipment,333920,Material handling equipment manufacturing,14,0,2,0,17
9,F07E00,Federal nondefense: Gross investment in equipment,33399A,Other general purpose machinery manufacturing,3,0,0,0,3
9,F07E00,Federal nondefense: Gross investment in equipment,333993,Packaging machinery manufacturing,1,0,0,0,2
9,F07E00,Federal nondefense: Gross investment in equipment,334111,Electronic computer manufacturing,1221,17,211,0,1449
9,F07E00,Federal nondefense: Gross investment in equipment,334112,Computer storage device manufacturing,22,0,4,0,26
9,F07E00,Federal nondefense: Gross investment in equipment,33411A,Computer terminals and other computer peripheral equipment manufacturing,198,3,34,0,235
9,F07E00,Federal nondefense: Gross investment in equipment,334210,Telephone apparatus manufacturing,421,6,99,0,526
9,F07E00,Federal nondefense: Gross investment in equipment,334220,Broadcast and wireless communications equipment,4580,63,1121,0,5764
9,F07E00,Federal nondefense: Gross investment in equipment,334290,Other communications equipment manufacturing,3,0,1,0,3
9,F07E00,Federal nondefense: Gross investment in equipment,33441A,Other electronic component manufacturing,4,0,0,0,5
9,F07E00,Federal nondefense: Gross investment in equipment,334418,Printed circuit assembly (electronic assembly) manufacturing,0,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,334510,Electromedical and electrotherapeutic apparatus manufacturing,191,3,62,0,256
9,F07E00,Federal nondefense: Gross investment in equipment,334511,"Search, detection, and navigation instruments manufacturing",1324,19,144,0,1487
9,F07E00,Federal nondefense: Gross investment in equipment,334513,Industrial process variable instruments manufacturing,4,0,0,0,5
9,F07E00,Federal nondefense: Gross investment in equipment,334515,Electricity and signal testing instruments manufacturing,34,1,4,0,39
9,F07E00,Federal nondefense: Gross investment in equipment,334516,Analytical laboratory instrument manufacturing,1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,334517,Irradiation apparatus manufacturing,36,1,11,0,47
9,F07E00,Federal nondefense: Gross investment in equipment,335210,Small electrical appliance manufacturing,11,1,2,0,14
9,F07E00,Federal nondefense: Gross investment in equipment,335311,"Power, distribution, and specialty transformer manufacturing",172,3,42,0,217
9,F07E00,Federal nondefense: Gross investment in equipment,335312,Motor and generator manufacturing,63,1,16,0,80
9,F07E00,Federal nondefense: Gross investment in equipment,335313,Switchgear and switchboard apparatus manufacturing,121,2,30,0,153
9,F07E00,Federal nondefense: Gross investment in equipment,335314,Relay and industrial control manufacturing,91,1,22,0,115
9,F07E00,Federal nondefense: Gross investment in equipment,335920,Communication and energy wire and cable manufacturing,82,1,20,0,104
9,F07E00,Federal nondefense: Gross investment in equipment,335999,All other miscellaneous electrical equipment and component manufacturing,44,1,11,0,56
9,F07E00,Federal nondefense: Gross investment in equipment,336111,Automobile manufacturing,16,0,2,0,18
9,F07E00,Federal nondefense: Gross investment in equipment,336112,Light truck and utility vehicle manufacturing,3,0,0,0,3
9,F07E00,Federal nondefense: Gross investment in equipment,336120,Heavy duty truck manufacturing,135,2,3,0,140
9,F07E00,Federal nondefense: Gross investment in equipment,336211,Motor vehicle body manufacturing,22,0,2,0,25
9,F07E00,Federal nondefense: Gross investment in equipment,336212,Truck trailer manufacturing,3,0,0,0,3
9,F07E00,Federal nondefense: Gross investment in equipment,336360,Motor vehicle seating and interior trim manufacturing,3,0,0,0,4
9,F07E00,Federal nondefense: Gross investment in equipment,336411,Aircraft manufacturing,173,2,5,0,181
9,F07E00,Federal nondefense: Gross investment in equipment,336414,Guided missile and space vehicle manufacturing,1747,25,49,0,1821
9,F07E00,Federal nondefense: Gross investment in equipment,33641A,Propulsion units and parts for space vehicles and guided missiles,1396,20,42,0,1458
9,F07E00,Federal nondefense: Gross investment in equipment,336500,Railroad rolling stock manufacturing,18,1,0,0,18
9,F07E00,Federal nondefense: Gross investment in equipment,336611,Ship building and repairing,43,1,1,0,45
9,F07E00,Federal nondefense: Gross investment in equipment,336612,Boat building,116,2,3,0,120
9,F07E00,Federal nondefense: Gross investment in equipment,337121,Upholstered household furniture manufacturing,7,1,1,0,9
9,F07E00,Federal nondefense: Gross investment in equipment,337122,Nonupholstered wood household furniture manufacturing,42,5,5,0,52
9,F07E00,Federal nondefense: Gross investment in equipment,33712A,Other household nonupholstered furniture,0,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,337127,Institutional furniture manufacturing,1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,15,2,2,0,18
9,F07E00,Federal nondefense: Gross investment in equipment,337215,"Showcase, partition, shelving, and locker manufacturing",2,0,0,0,2
9,F07E00,Federal nondefense: Gross investment in equipment,339112,Surgical and medical instrument manufacturing,4,0,1,0,6
9,F07E00,Federal nondefense: Gross investment in equipment,339113,Surgical appliance and supplies manufacturing,74,1,24,0,99
9,F07E00,Federal nondefense: Gross investment in equipment,339114,Dental equipment and supplies manufacturing,49,1,16,0,66
9,F07E00,Federal nondefense: Gross investment in equipment,339920,Sporting and athletic goods manufacturing,1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,339940,Office supplies (except paper) manufacturing,1,0,0,0,1
9,F07E00,Federal nondefense: Gross investment in equipment,339950,Sign manufacturing,1,0,0,0,2
9,F07E00,Federal nondefense: Gross investment in equipment,314110,Carpet and rug mills,4,0,1,0,5
9,F07E00,Federal nondefense: Gross investment in equipment,314900,Other textile product mills,44,2,15,0,61
9,F07E00,Federal nondefense: Gross investment in equipment,326290,Other rubber product manufacturing,20,0,2,0,23
9,F07E00,Federal nondefense: Gross investment in equipment,420000,Wholesale trade,2118,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,481000,Air transportation,37,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,482000,Rail transportation,3,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,483000,Water transportation,1,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,484000,Truck transportation,176,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,S00401,Scrap,0,0,0,0,0
9,F07E00,Federal nondefense: Gross investment in equipment,S00402,Used and secondhand goods,-33,0,0,0,-33
10,F07N00,Federal nondefense: Gross investment in intellectual property products,420000,Wholesale trade,271,0,0,0,0
10,F07N00,Federal nondefense: Gross investment in intellectual property products,481000,Air transportation,4,0,0,0,0
10,F07N00,Federal nondefense: Gross investment in intellectual property products,483000,Water transportation,0,0,0,0,0
10,F07N00,Federal nondefense: Gross investment in intellectual property products,484000,Truck transportation,17,0,0,0,0
10,F07N00,Federal nondefense: Gross investment in intellectual property products,511200,Software publishers,1568,22,271,0,1860
10,F07N00,Federal nondefense: Gross investment in intellectual property products,541511,Custom computer programming services,12316,0,0,0,12316
10,F07N00,Federal nondefense: Gross investment in intellectual property products,541700,Scientific research and development services,57161,0,0,0,57161
11,F10S00,State and local: Gross investment in structures,233210,Health care structures,5760,0,0,0,5760
11,F10S00,State and local: Gross investment in structures,233230,Manufacturing structures,1278,0,0,0,1278
11,F10S00,State and local: Gross investment in structures,233240,Power and communication structures,11449,0,0,0,11449
11,F10S00,State and local: Gross investment in structures,233262,Educational and vocational structures,77921,0,0,0,77921
11,F10S00,State and local: Gross investment in structures,233293,Highways and streets,74622,0,0,0,74622
11,F10S00,State and local: Gross investment in structures,2332A0,"Commercial structures, including farm structures",9026,0,0,0,9026
11,F10S00,State and local: Gross investment in structures,2332B0,Other nonresidential structures,76440,0,0,0,76440
11,F10S00,State and local: Gross investment in structures,233411,Single-family residential structures,633,0,0,0,633
11,F10S00,State and local: Gross investment in structures,233412,Multifamily residential structures,4476,0,0,0,4476
11,F10S00,State and local: Gross investment in structures,2334A0,Other residential structures,2657,0,0,0,2657
11,F10S00,State and local: Gross investment in structures,S00402,Used and secondhand goods,6892,0,0,0,6892
12,F10E00,State and local: Gross investment in equipment,332200,Cutlery and handtool manufacturing,31,1,11,0,43
12,F10E00,State and local: Gross investment in equipment,332420,Metal tank (heavy gauge) manufacturing,3,0,0,0,3
12,F10E00,State and local: Gross investment in equipment,332430,"Metal can, box, and other metal container (light gauge) manufacturing",37,1,3,0,40
12,F10E00,State and local: Gross investment in equipment,33291A,Valve and fittings other than plumbing,140,3,24,0,168
12,F10E00,State and local: Gross investment in equipment,332996,Fabricated pipe and pipe fitting manufacturing,5,0,0,0,5
12,F10E00,State and local: Gross investment in equipment,33299B,Other fabricated metal manufacturing,1193,25,118,0,1336
12,F10E00,State and local: Gross investment in equipment,333111,Farm machinery and equipment manufacturing,312,7,79,0,398
12,F10E00,State and local: Gross investment in equipment,333112,Lawn and garden equipment manufacturing,121,3,19,0,143
12,F10E00,State and local: Gross investment in equipment,333120,Construction machinery manufacturing,2356,57,349,0,2762
12,F10E00,State and local: Gross investment in equipment,33329A,Other industrial machinery manufacturing,254,6,40,0,300
12,F10E00,State and local: Gross investment in equipment,33331A,"Vending, commercial laundry, and other commercial and service industry machinery manufacturing",485,12,240,0,737
12,F10E00,State and local: Gross investment in equipment,333313,Office machinery manufacturing,810,19,140,0,968
12,F10E00,State and local: Gross investment in equipment,333314,Optical instrument and lens manufacturing,30,1,8,0,39
12,F10E00,State and local: Gross investment in equipment,333315,Photographic and photocopying equipment manufacturing,146,3,47,0,196
12,F10E00,State and local: Gross investment in equipment,33341A,Air purification and ventilation equipment manufacturing,4,0,1,0,6
12,F10E00,State and local: Gross investment in equipment,333414,Heating equipment (except warm air furnaces) manufacturing,0,0,0,0,0
12,F10E00,State and local: Gross investment in equipment,333415,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",200,5,63,0,268
12,F10E00,State and local: Gross investment in equipment,33351A,Metal cutting and forming machine tool manufacturing,832,19,131,0,982
12,F10E00,State and local: Gross investment in equipment,333611,Turbine and turbine generator set units manufacturing,217,5,34,0,257
12,F10E00,State and local: Gross investment in equipment,333618,Other engine equipment manufacturing,439,10,69,0,519
12,F10E00,State and local: Gross investment in equipment,33391A,Pump and pumping equipment manufacturing,463,11,73,0,547
12,F10E00,State and local: Gross investment in equipment,333920,Material handling equipment manufacturing,611,14,93,0,718
12,F10E00,State and local: Gross investment in equipment,333991,Power-driven handtool manufacturing,343,8,54,0,406
12,F10E00,State and local: Gross investment in equipment,33399A,Other general purpose machinery manufacturing,333,8,53,0,393
12,F10E00,State and local: Gross investment in equipment,333994,Industrial process furnace and oven manufacturing,23,1,4,0,27
12,F10E00,State and local: Gross investment in equipment,334111,Electronic computer manufacturing,3995,56,690,0,4741
12,F10E00,State and local: Gross investment in equipment,334112,Computer storage device manufacturing,321,5,55,0,381
12,F10E00,State and local: Gross investment in equipment,33411A,Computer terminals and other computer peripheral equipment manufacturing,1802,25,311,0,2138
12,F10E00,State and local: Gross investment in equipment,334210,Telephone apparatus manufacturing,2336,35,625,0,2996
12,F10E00,State and local: Gross investment in equipment,334220,Broadcast and wireless communications equipment,929,13,228,0,1170
12,F10E00,State and local: Gross investment in equipment,334290,Other communications equipment manufacturing,260,6,64,0,331
12,F10E00,State and local: Gross investment in equipment,334300,Audio and video equipment manufacturing,2487,29,297,0,2813
12,F10E00,State and local: Gross investment in equipment,33441A,Other electronic component manufacturing,72,2,8,0,82
12,F10E00,State and local: Gross investment in equipment,334510,Electromedical and electrotherapeutic apparatus manufacturing,64,1,21,0,86
12,F10E00,State and local: Gross investment in equipment,334511,"Search, detection, and navigation instruments manufacturing",611,9,66,0,686
12,F10E00,State and local: Gross investment in equipment,334513,Industrial process variable instruments manufacturing,507,7,55,0,570
12,F10E00,State and local: Gross investment in equipment,334514,Totalizing fluid meter and counting device manufacturing,236,6,26,0,267
12,F10E00,State and local: Gross investment in equipment,334515,Electricity and signal testing instruments manufacturing,109,3,12,0,123
12,F10E00,State and local: Gross investment in equipment,334516,Analytical laboratory instrument manufacturing,206,5,22,0,233
12,F10E00,State and local: Gross investment in equipment,334517,Irradiation apparatus manufacturing,111,2,36,0,148
12,F10E00,State and local: Gross investment in equipment,33451A,"Watch, clock, and other measuring and controlling device manufacturing",363,9,39,0,412
12,F10E00,State and local: Gross investment in equipment,335120,Lighting fixture manufacturing,36,4,9,0,49
12,F10E00,State and local: Gross investment in equipment,335210,Small electrical appliance manufacturing,208,24,30,0,262
12,F10E00,State and local: Gross investment in equipment,335221,Household cooking appliance manufacturing,192,3,27,0,223
12,F10E00,State and local: Gross investment in equipment,335222,Household refrigerator and home freezer manufacturing,330,7,47,0,384
12,F10E00,State and local: Gross investment in equipment,335224,Household laundry equipment manufacturing,6,0,1,0,7
12,F10E00,State and local: Gross investment in equipment,335311,"Power, distribution, and specialty transformer manufacturing",281,4,69,0,354
12,F10E00,State and local: Gross investment in equipment,335312,Motor and generator manufacturing,418,6,103,0,527
12,F10E00,State and local: Gross investment in equipment,335313,Switchgear and switchboard apparatus manufacturing,103,2,25,0,130
12,F10E00,State and local: Gross investment in equipment,335314,Relay and industrial control manufacturing,214,3,53,0,270
12,F10E00,State and local: Gross investment in equipment,335999,All other miscellaneous electrical equipment and component manufacturing,567,8,140,0,715
12,F10E00,State and local: Gross investment in equipment,336111,Automobile manufacturing,305,6,37,0,348
12,F10E00,State and local: Gross investment in equipment,336112,Light truck and utility vehicle manufacturing,82,1,1,0,85
12,F10E00,State and local: Gross investment in equipment,336120,Heavy duty truck manufacturing,5851,100,183,0,6133
12,F10E00,State and local: Gross investment in equipment,336360,Motor vehicle seating and interior trim manufacturing,4,0,0,0,4
12,F10E00,State and local: Gross investment in equipment,336411,Aircraft manufacturing,41,1,1,0,42
12,F10E00,State and local: Gross investment in equipment,336500,Railroad rolling stock manufacturing,898,29,17,0,944
12,F10E00,State and local: Gross investment in equipment,336611,Ship building and repairing,29,0,1,0,30
12,F10E00,State and local: Gross investment in equipment,336612,Boat building,32,0,1,0,33
12,F10E00,State and local: Gross investment in equipment,336991,"Motorcycle, bicycle, and parts manufacturing",490,6,49,0,545
12,F10E00,State and local: Gross investment in equipment,336999,All other transportation equipment manufacturing,133,1,3,0,137
12,F10E00,State and local: Gross investment in equipment,337121,Upholstered household furniture manufacturing,33,4,4,0,40
12,F10E00,State and local: Gross investment in equipment,337122,Nonupholstered wood household furniture manufacturing,78,9,10,0,96
12,F10E00,State and local: Gross investment in equipment,33712A,Other household nonupholstered furniture,10,1,1,0,12
12,F10E00,State and local: Gross investment in equipment,337127,Institutional furniture manufacturing,991,111,192,0,1294
12,F10E00,State and local: Gross investment in equipment,33721A,Office furniture and custom architectural woodwork and millwork manufacturing,1844,206,233,0,2283
12,F10E00,State and local: Gross investment in equipment,337215,"Showcase, partition, shelving, and locker manufacturing",271,31,34,0,336
12,F10E00,State and local: Gross investment in equipment,337900,Other furniture related product manufacturing,33,4,5,0,41
12,F10E00,State and local: Gross investment in equipment,339112,Surgical and medical instrument manufacturing,122,2,40,0,164
12,F10E00,State and local: Gross investment in equipment,339113,Surgical appliance and supplies manufacturing,448,7,145,0,600
12,F10E00,State and local: Gross investment in equipment,339114,Dental equipment and supplies manufacturing,25,0,8,0,34
12,F10E00,State and local: Gross investment in equipment,339920,Sporting and athletic goods manufacturing,436,76,231,0,742
12,F10E00,State and local: Gross investment in equipment,339940,Office supplies (except paper) manufacturing,247,28,19,0,294
12,F10E00,State and local: Gross investment in equipment,339990,All other miscellaneous manufacturing,134,15,29,0,178
12,F10E00,State and local: Gross investment in equipment,314110,Carpet and rug mills,44,2,11,0,56
12,F10E00,State and local: Gross investment in equipment,420000,Wholesale trade,5982,0,0,0,0
12,F10E00,State and local: Gross investment in equipment,481000,Air transportation,75,0,0,0,0
12,F10E00,State and local: Gross investment in equipment,482000,Rail transportation,61,0,0,0,0
12,F10E00,State and local: Gross investment in equipment,483000,Water transportation,3,0,0,0,0
12,F10E00,State and local: Gross investment in equipment,484000,Truck transportation,996,0,0,0,0
12,F10E00,State and local: Gross investment in equipment,541512,Computer systems design services,1332,0,0,0,1332
12,F10E00,State and local: Gross investment in equipment,S00402,Used and secondhand goods,-3311,3,13,0,-3295
13,F10N00,State and local: Gross investment in intellectual property products,420000,Wholesale trade,614,0,0,0,0
13,F10N00,State and local: Gross investment in intellectual property products,481000,Air transportation,10,0,0,0,0
13,F10N00,State and local: Gross investment in intellectual property products,484000,Truck transportation,39,0,0,0,0
13,F10N00,State and local: Gross investment in intellectual property products,511200,Software publishers,3557,49,614,0,4220
13,F10N00,State and local: Gross investment in intellectual property products,541511,Custom computer programming services,7436,0,0,0,7436
13,F10N00,State and local: Gross investment in intellectual property products,541700,Scientific research and development services,14103,0,0,0,14103
